Document_Type,Aadhaar_Number,Name,Date_of_Birth,Gender,Pincode,Label
Aadhaar,7615 9230 8417,Sanya Kala,1954-01-01,Female,773203,1
Aadhaar,4159 6931 5135,Qabil Thaker,1989-01-01,Male,848626,0
Aadhaar,7474 5960 2839,Bachittar Naidu,1957-01-01,Female,730670,1
Aadhaar,7385 2340 5181,Leela Bassi,1989-01-01,Male,184564,0
Aadhaar,1023 1176 4804,Fitan Mitra,1979-01-01,Female,929040,1
Aadhaar,5947 6626 7239,Daksha Shroff,1966-01-01,Female,911438,0
Aadhaar,9135 2094 5001,Reva Bal,1972-01-01,Female,619396,1
Aadhaar,4542 2970 6515,Ijaya Shankar,1993-01-01,Male,225171,0
Aadhaar,5952 6183 4850,Ekiya Venkatesh,1997-01-01,Male,367363,1
Aadhaar,8525 8907 3319,Yashasvi Srinivas,1994-01-01,Female,961173,0
Aadhaar,9513 6335 4181,Wazir Datta,1975-01-01,Male,988561,1
Aadhaar,6874 1563 5092,Aarnav Agate,1991-01-01,Male,449705,0
Aadhaar,4988 8907 5056,Nisha Patla,1987-01-01,Female,285160,1
Aadhaar,6194 2551 7175,David Patla,1979-01-01,Female,629596,1
Aadhaar,1355 1839 5605,Upkaar Kota,1976-01-01,Female,423328,0
Aadhaar,6713 6705 6419,Upadhriti Dave,1971-01-01,Male,735289,1
Aadhaar,9608 8258 2831,Megha Parikh,1974-01-01,Female,117350,0
Aadhaar,7916 8133 6930,Ryan Choudhry,1980-01-01,Female,458247,1
Aadhaar,5424 4476 7006,Mohammed Vala,1952-01-01,Female,104849,0
Aadhaar,7645 7716 3536,Rajeshri Shukla,1957-01-01,Female,786303,1
Aadhaar,2086 6488 2157,Irya Minhas,1970-01-01,Female,332367,0
Aadhaar,7277 1368 9972,Varenya Tiwari,1969-01-01,Female,728498,0
Aadhaar,3231 1831 9942,Fitan Khalsa,1992-01-01,Female,742581,1
Aadhaar,2976 1201 3887,Quincy Lad,1955-01-01,Male,284626,1
Aadhaar,3893 8316 9296,Karan Luthra,1982-01-01,Male,573079,1
Aadhaar,4488 4945 4433,Qarin Lala,1986-01-01,Female,509482,0
Aadhaar,3403 8958 5973,Urvi Gupta,1966-01-01,Male,164655,1
Aadhaar,6121 7141 9379,Guneet Kalita,1965-01-01,Female,340846,0
Aadhaar,8789 5916 2836,Chandran Dey,1971-01-01,Male,441881,0
Aadhaar,1084 7107 5571,Shivani Chanda,1996-01-01,Female,646193,1
Aadhaar,6244 4407 8896,Quincy Malhotra,1970-01-01,Female,816702,0
Aadhaar,1529 3831 9783,Devansh Bobal,1954-01-01,Male,821916,1
Aadhaar,7632 5395 7724,Nandini Agrawal,1982-01-01,Male,970717,1
Aadhaar,9534 3043 6518,Anika Chaudhary,1993-01-01,Female,557498,1
Aadhaar,9379 6998 3082,Harinakshi Sachdev,1964-01-01,Male,498527,0
Aadhaar,9991 4188 1513,David Iyengar,1977-01-01,Male,587574,0
Aadhaar,9385 6187 4547,Tristan Rao,1974-01-01,Male,957840,1
Aadhaar,3676 2057 1397,Dayita Jani,1963-01-01,Female,128419,1
Aadhaar,1404 9441 8378,Aarini Rout,1964-01-01,Female,419903,1
Aadhaar,7259 2341 7723,Ethan Chacko,1964-01-01,Male,125265,1
Aadhaar,9262 9003 9385,Tanveer Ben,1951-01-01,Female,638928,1
Aadhaar,2446 9321 1146,Rudra Talwar,1982-01-01,Male,611477,0
Aadhaar,7946 6871 8909,Jeremiah Peri,1977-01-01,Male,269204,1
Aadhaar,7750 2954 9953,Ekantika D’Alia,1972-01-01,Male,203843,1
Aadhaar,3156 8350 5568,Aarna Edwin,1994-01-01,Male,735619,0
Aadhaar,2067 6080 6300,Kalpit Master,1953-01-01,Female,278933,1
Aadhaar,2515 5305 4388,Priya Issac,1961-01-01,Female,640857,1
Aadhaar,8924 2924 5879,Vansha Swaminathan,1966-01-01,Male,495075,1
Aadhaar,5297 4434 6887,Ronith Mammen,1960-01-01,Female,529943,0
Aadhaar,4467 8352 1559,Bakhshi Ratta,1980-01-01,Male,517387,0
Aadhaar,6246 2450 2598,Zilmil Malhotra,1983-01-01,Female,670540,0
Aadhaar,2360 4020 4617,Rehaan Mani,1967-01-01,Female,495290,1
Aadhaar,7226 4396 7739,Kamya Mann,1999-01-01,Male,101439,1
Aadhaar,4457 1221 7416,Janani Rout,1997-01-01,Female,423770,1
Aadhaar,6903 7694 9334,Ojas Acharya,1993-01-01,Female,633696,0
Aadhaar,3281 1610 3265,Vedika Kunda,1990-01-01,Male,668673,0
Aadhaar,8952 6119 2649,Logan Kala,1964-01-01,Female,115612,0
Aadhaar,2756 9739 7107,Abeer Gole,1951-01-01,Female,519317,1
Aadhaar,2924 6838 2188,Bachittar Dora,2000-01-01,Male,607881,1
Aadhaar,1960 4544 8475,Robert Kashyap,1952-01-01,Female,667549,1
Aadhaar,1791 6171 7738,Aadi Dara,1999-01-01,Female,533932,0
Aadhaar,6514 5557 9192,Raksha Hegde,1971-01-01,Male,856372,0
Aadhaar,7284 4899 8854,Ishanvi Choudhry,1978-01-01,Male,431332,0
Aadhaar,1556 7840 2299,Fariq Zacharia,1995-01-01,Female,992164,1
Aadhaar,3154 5985 8818,Chaaya Dhar,1963-01-01,Male,124773,0
Aadhaar,7009 2784 1707,Jacob Deol,1971-01-01,Female,324349,0
Aadhaar,6127 9007 7147,Ridhi D’Alia,1969-01-01,Female,602843,0
Aadhaar,9855 1717 8196,Chandran Balakrishnan,1987-01-01,Male,260297,0
Aadhaar,3108 6078 6834,Yashoda Sengupta,2000-01-01,Female,554518,0
Aadhaar,5402 5069 2088,Zansi Walla,1980-01-01,Female,439061,1
Aadhaar,8702 8589 1819,Panini Lad,1963-01-01,Female,110937,0
Aadhaar,7378 1020 3712,Krish Kumar,1971-01-01,Male,819470,0
Aadhaar,1724 4649 8130,Yatan Shenoy,1973-01-01,Female,835822,0
Aadhaar,5353 3320 1900,Tanmayi Sehgal,1973-01-01,Female,943296,0
Aadhaar,3150 6544 8441,Idika Dass,1958-01-01,Female,462006,0
Aadhaar,6733 8793 2286,Vidhi Srivastava,1976-01-01,Male,606309,0
Aadhaar,2446 5328 6106,Udant Vohra,1974-01-01,Male,288738,1
Aadhaar,6457 5309 8317,Hema Magar,1986-01-01,Female,923671,1
Aadhaar,7078 4637 3737,Aradhana Memon,1998-01-01,Male,372758,0
Aadhaar,8397 8019 3429,Omisha Wali,1999-01-01,Female,244170,1
Aadhaar,4036 3631 4482,Mohini Patla,1995-01-01,Male,421407,1
Aadhaar,1512 1948 2813,Neel Sachdeva,1982-01-01,Female,990415,0
Aadhaar,5142 5158 3094,Quincy Deshmukh,1990-01-01,Male,529670,1
Aadhaar,9844 2631 1410,Oscar Bawa,1998-01-01,Female,625682,1
Aadhaar,6488 8179 5742,Ria Chanda,1982-01-01,Male,400965,0
Aadhaar,1652 9936 9109,Maya Nazareth,1987-01-01,Male,803562,1
Aadhaar,4178 7449 6045,Bina Chaudhary,2000-01-01,Female,325456,0
Aadhaar,9387 3013 8432,Kala Dani,1963-01-01,Male,713017,1
Aadhaar,6148 8501 2418,Sai Kurian,1993-01-01,Female,987546,0
Aadhaar,8377 9055 4030,Vansha Chad,1971-01-01,Male,509764,1
Aadhaar,4928 4955 2953,Arya Kapur,2000-01-01,Female,530548,1
Aadhaar,3107 9575 2671,Pranit Barman,1955-01-01,Male,275156,1
Aadhaar,8396 8877 6929,Gagan Muni,1992-01-01,Male,433060,0
Aadhaar,8055 2413 5832,Balvan Narayanan,1960-01-01,Female,548054,1
Aadhaar,7652 6043 8329,Yoshita Balan,2000-01-01,Male,949561,0
Aadhaar,9338 4170 8742,Ishani Rastogi,2000-01-01,Male,435397,0
Aadhaar,2551 7649 8397,Jagdish Agrawal,1996-01-01,Male,420668,0
Aadhaar,5438 3654 3431,Bachittar Padmanabhan,1975-01-01,Male,447289,1
Aadhaar,2231 7362 4127,Faqid Sharaf,1968-01-01,Male,370001,0
Aadhaar,6507 4917 9280,Pushti Suri,1960-01-01,Female,550932,1
Aadhaar,9716 3603 2519,Anthony Badami,1963-01-01,Male,661444,1
Aadhaar,8376 2365 6714,Tanmayi Varghese,1995-01-01,Female,801098,1
Aadhaar,5844 7385 1150,Ishwar Sha,1979-01-01,Male,996882,0
Aadhaar,3012 9750 9843,Upasna Pingle,1984-01-01,Female,412250,1
Aadhaar,8463 5574 7395,Ekapad Wagle,1975-01-01,Female,266316,1
Aadhaar,4011 7192 6839,Brijesh Dhaliwal,1986-01-01,Female,496214,0
Aadhaar,9995 5103 1010,Raghav Morar,1989-01-01,Female,780466,1
Aadhaar,2986 5021 2177,Yauvani Naik,1999-01-01,Male,578917,0
Aadhaar,7011 6586 7608,Orinder Subramanian,1974-01-01,Female,101664,1
Aadhaar,9356 3112 7598,Amol Anand,1976-01-01,Male,904867,0
Aadhaar,2520 1769 7751,Yashica Baral,1965-01-01,Male,326198,1
Aadhaar,3292 3117 4179,Jagdish Narain,1971-01-01,Male,788825,0
Aadhaar,4975 4509 1850,Vyanjana Gill,1961-01-01,Male,441496,1
Aadhaar,9552 9869 1940,Mitesh Nagarajan,1979-01-01,Female,101985,1
Aadhaar,1131 4591 6328,Ucchal Sule,1965-01-01,Female,138753,0
Aadhaar,8608 1639 3511,Shravya Bali,1966-01-01,Female,216256,1
Aadhaar,5924 9599 3945,Gaurika Chakraborty,1961-01-01,Female,561501,1
Aadhaar,4713 8059 5142,Arin Zachariah,1962-01-01,Male,961023,0
Aadhaar,8030 9041 4086,Kritika Kari,2000-01-01,Male,346532,0
Aadhaar,7994 7148 6377,Naveen Ghosh,1957-01-01,Female,462647,1
Aadhaar,1154 6905 5005,Daksha Chacko,1985-01-01,Female,417375,1
Aadhaar,1847 8083 9582,Rachit Raman,1976-01-01,Male,256816,0
Aadhaar,2447 9794 4384,Lajita Ramanathan,1979-01-01,Male,178312,1
Aadhaar,6162 7880 4603,Arya Kumer,1982-01-01,Female,737427,0
Aadhaar,5720 8261 1035,Matthew Andra,2000-01-01,Male,719519,0
Aadhaar,2172 8708 2303,Tamanna Chaudhuri,1982-01-01,Female,761365,0
Aadhaar,2526 3701 5672,Manbir Solanki,1981-01-01,Male,900111,0
Aadhaar,2577 3172 8799,Reva Sen,1969-01-01,Male,492889,0
Aadhaar,7945 6643 2618,Warjas Narain,1983-01-01,Female,381882,1
Aadhaar,6419 1024 7936,Atharv Andra,1993-01-01,Female,298602,0
Aadhaar,9207 9264 3508,Yagnesh Varma,1997-01-01,Female,367681,0
Aadhaar,3961 4335 1259,Rachit Ram,1959-01-01,Male,774092,0
Aadhaar,7462 9020 3151,Omaja Patel,1983-01-01,Male,416454,1
Aadhaar,9626 7967 3989,Farhan Reddy,1971-01-01,Male,821749,1
Aadhaar,2014 6647 3619,Amrita Nadkarni,1995-01-01,Male,922694,1
Aadhaar,2740 1236 3998,Daksha Mander,1969-01-01,Male,577595,0
Aadhaar,5980 4386 8704,Triveni Gandhi,1993-01-01,Male,850842,0
Aadhaar,8824 8373 5637,Chavvi Oza,1993-01-01,Female,124830,0
Aadhaar,7362 3955 6086,Lajita Halder,1979-01-01,Male,542609,1
Aadhaar,7911 8768 6048,Saksham Dara,1981-01-01,Male,714740,0
Aadhaar,5060 7950 6449,Champak Krishna,1961-01-01,Male,136544,1
Aadhaar,9845 6059 9847,Vedant Dada,1954-01-01,Male,478772,0
Aadhaar,5155 8875 5301,Onkar Kumar,1971-01-01,Male,875402,0
Aadhaar,1727 2809 1144,Siddharth Raju,1991-01-01,Male,510323,1
Aadhaar,9050 7053 5823,Jhalak Sen,1955-01-01,Male,728446,0
Aadhaar,4724 1024 4282,Chaitanya Karpe,1996-01-01,Female,608590,1
Aadhaar,6799 2248 2845,Ekantika Wable,1954-01-01,Female,244830,0
Aadhaar,9642 6443 3866,Rachit Viswanathan,1987-01-01,Female,377380,1
Aadhaar,1207 4246 6521,Xiti Dewan,1957-01-01,Female,740969,1
Aadhaar,8234 3676 9366,Adweta Chaudhry,1996-01-01,Male,704801,0
Aadhaar,1482 5128 5160,Kamya Sridhar,1982-01-01,Male,609194,1
Aadhaar,5081 6092 6114,Ladli Venkataraman,1998-01-01,Male,204415,1
Aadhaar,7651 9259 7426,Devansh Jain,1962-01-01,Female,182010,0
Aadhaar,2320 3342 9188,Teerth Prabhakar,1984-01-01,Male,660709,1
Aadhaar,2256 1243 1931,Chaaya Sani,1979-01-01,Female,737442,0
Aadhaar,2325 1828 3918,Madhav Bhasin,1989-01-01,Male,707379,0
Aadhaar,2795 2336 7211,Frado Sachdeva,1990-01-01,Female,312144,1
Aadhaar,2022 7847 6493,Samuel Bhatti,1979-01-01,Male,680885,1
Aadhaar,6751 6148 9796,Praneel Dara,1986-01-01,Female,542937,0
Aadhaar,4493 4094 7689,Amruta Shroff,1983-01-01,Female,543340,1
Aadhaar,8564 1505 6278,Ria Roy,1954-01-01,Male,621135,1
Aadhaar,2452 3958 5859,Dalaja Bir,1997-01-01,Male,558685,0
Aadhaar,7515 9573 1297,Chaaya Rout,1970-01-01,Female,484604,0
Aadhaar,1283 5183 7480,Nachiket Kibe,1993-01-01,Male,889699,0
Aadhaar,9273 6517 1647,Qadim Dey,1971-01-01,Male,310462,0
Aadhaar,6280 5610 3063,Bhavya Prakash,1980-01-01,Female,559493,1
Aadhaar,3098 6464 2403,Baghyawati Cheema,1969-01-01,Male,922674,1
Aadhaar,8444 6501 8361,Utkarsh Sur,1966-01-01,Male,577537,0
Aadhaar,5602 9761 5370,Aayush Mistry,1976-01-01,Female,670360,1
Aadhaar,6864 5893 4481,Mitesh Morar,1966-01-01,Female,201069,0
Aadhaar,4176 1853 6037,Ati Nigam,1970-01-01,Male,354206,0
Aadhaar,2144 5897 8496,Dayamai Johal,1996-01-01,Female,229365,0
Aadhaar,3601 1167 7254,Ayushman Grewal,1971-01-01,Male,795779,1
Aadhaar,7472 2141 8455,Pooja Bhargava,1978-01-01,Female,592925,1
Aadhaar,2635 3694 7802,Ganga Narayan,1973-01-01,Male,235771,1
Aadhaar,3087 8807 9445,Faqid Bandi,1972-01-01,Female,797446,1
Aadhaar,7660 3474 1382,Kashish Vora,1988-01-01,Female,947674,0
Aadhaar,6360 9206 7800,Urishilla Khatri,1950-01-01,Male,552296,0
Aadhaar,2448 3968 6611,Pavani Vala,1951-01-01,Female,415705,1
Aadhaar,4933 2325 1527,Farhan Halder,1963-01-01,Male,448204,1
Aadhaar,8606 3754 2367,Om Padmanabhan,1986-01-01,Female,232710,0
Aadhaar,3597 9595 6799,Maanav Chada,1996-01-01,Female,983200,0
Aadhaar,3153 6280 1438,Chaitanya Pathak,1985-01-01,Male,652821,1
Aadhaar,9042 7447 4223,Kashvi Mangat,1983-01-01,Male,546155,0
Aadhaar,9333 7805 6668,Falguni Manda,1981-01-01,Female,863770,1
Aadhaar,1845 5402 1452,Charles Chander,1985-01-01,Female,263401,1
Aadhaar,9475 4592 8571,Ayush Shenoy,1980-01-01,Female,969118,1
Aadhaar,9660 5221 7960,Praneel Mitra,1959-01-01,Female,499381,0
Aadhaar,8720 7762 6502,Dev Jha,1954-01-01,Male,453104,0
Aadhaar,8714 7738 1784,Finn Sarin,1966-01-01,Female,946963,1
Aadhaar,7977 5123 8086,Aarnav Ratti,1958-01-01,Male,725449,1
Aadhaar,8247 9959 1610,Omisha Pathak,1972-01-01,Female,381548,0
Aadhaar,9854 9586 5163,Abhiram Swamy,1983-01-01,Male,813186,0
Aadhaar,8976 1705 7792,Chatresh Chatterjee,1988-01-01,Female,359497,1
Aadhaar,2128 3861 3879,Atharv Sura,1992-01-01,Male,311273,0
Aadhaar,3575 3255 5232,Urvi Tandon,1966-01-01,Male,499444,1
Aadhaar,8074 8257 4684,Zaitra Thaker,1984-01-01,Female,705873,1
Aadhaar,9346 1624 8847,Urmi Lala,1957-01-01,Male,661796,1
Aadhaar,4788 9082 8393,Ubika Morar,1969-01-01,Female,278348,0
Aadhaar,1538 4020 1483,Vasana Sabharwal,1960-01-01,Female,552700,0
Aadhaar,3517 7785 3306,Harinakshi Master,1999-01-01,Male,215467,1
Aadhaar,2997 2733 5370,Chandani D’Alia,1950-01-01,Male,809806,0
Aadhaar,6313 7978 8242,Osha Ranganathan,1955-01-01,Male,548780,1
Aadhaar,7152 5392 6549,Kavya Kara,1971-01-01,Female,695239,1
Aadhaar,2726 9087 9361,Tanveer Sura,1950-01-01,Male,312794,0
Aadhaar,2760 2164 2404,Darsh Ben,1998-01-01,Male,796591,1
Aadhaar,7067 5059 5276,Siya Wagle,1962-01-01,Male,373192,1
Aadhaar,2901 2576 3744,Victor Bose,1961-01-01,Male,259613,0
Aadhaar,4164 3083 6937,Vaishnavi Ramakrishnan,1963-01-01,Male,222588,0
Aadhaar,4355 8692 2697,Qabil Bhatia,1976-01-01,Female,816648,1
Aadhaar,9161 8908 2091,Rehaan Soman,1954-01-01,Male,526182,0
Aadhaar,2214 2539 7050,Sachi Narula,1965-01-01,Male,399465,1
Aadhaar,1130 7699 4596,Nirja Malhotra,1997-01-01,Female,697420,1
Aadhaar,7384 2955 3452,Yadavi Vyas,1952-01-01,Female,570828,1
Aadhaar,5398 4464 1873,Jagdish Pathak,1973-01-01,Male,434736,1
Aadhaar,1245 5865 5206,Kala Dora,1955-01-01,Male,784980,0
Aadhaar,1156 5694 4756,Jack Mody,1986-01-01,Female,467150,0
Aadhaar,2216 9960 8823,Nitara Pall,1963-01-01,Male,280653,1
Aadhaar,8955 7390 9277,Vrinda Sahota,1998-01-01,Male,500416,1
Aadhaar,9957 9608 5674,Chavvi Chaudry,1983-01-01,Female,818638,1
Aadhaar,6601 1322 8902,Ekansh Wason,1964-01-01,Male,869231,0
Aadhaar,9894 4253 1931,Matthew Bhatt,1972-01-01,Male,429775,0
Aadhaar,4741 8480 5882,Bishakha Jain,1967-01-01,Male,989274,1
Aadhaar,2094 8589 7850,Nidhi Jha,2000-01-01,Male,462273,0
Aadhaar,6117 5417 3866,Ira Ghose,1993-01-01,Male,223849,1
Aadhaar,1744 8676 2634,Gagan Dara,1986-01-01,Female,331211,1
Aadhaar,1719 3692 2364,Lipika Brahmbhatt,1975-01-01,Female,609770,1
Aadhaar,6041 8841 6167,Hemang Bail,1993-01-01,Female,245555,0
Aadhaar,1982 1700 4839,Max Madan,1965-01-01,Male,799539,0
Aadhaar,8630 8757 2364,Rachita Pai,1985-01-01,Female,982845,0
Aadhaar,4083 9086 2177,Chasmum Kar,1960-01-01,Female,788791,1
Aadhaar,7194 9014 7828,Hardik Venkatesh,1967-01-01,Male,895857,1
Aadhaar,3172 3410 9990,Anusha Ganesan,1980-01-01,Female,834531,0
Aadhaar,9420 6704 3243,Xavier Tank,1995-01-01,Male,161841,1
Aadhaar,4316 5160 6842,Ryan Kara,1984-01-01,Female,445305,0
Aadhaar,6724 1999 3602,Yoshita Doshi,1977-01-01,Female,589821,1
Aadhaar,7674 2541 1741,Jhalak Merchant,1983-01-01,Female,325228,0
Aadhaar,2995 9453 2953,Isha Rau,1991-01-01,Male,669321,0
Aadhaar,5062 8725 2354,Ekiya Varty,1973-01-01,Male,251180,1
Aadhaar,7215 6151 3318,Jason Jain,1971-01-01,Female,338190,1
Aadhaar,6608 3852 7553,Chaman Dugar,1965-01-01,Female,739446,1
Aadhaar,2320 8849 5306,Avni Barad,1971-01-01,Male,355925,0
Aadhaar,6706 7887 3326,Gaurangi Chandran,1951-01-01,Female,310605,1
Aadhaar,1148 6414 1608,Luke Narang,1960-01-01,Male,739853,1
Aadhaar,4193 2085 7127,Wriddhish Bhatia,1964-01-01,Male,600237,1
Aadhaar,4658 8779 3168,David Jayaraman,1979-01-01,Male,965254,1
Aadhaar,4421 6629 8380,Manya Mutti,1991-01-01,Female,536263,0
Aadhaar,5134 8070 2008,Yadavi Jani,1992-01-01,Male,145376,1
Aadhaar,7197 2504 4118,Orinder Golla,1973-01-01,Male,352359,0
Aadhaar,9687 2348 7785,Tanveer Mane,1981-01-01,Female,239736,0
Aadhaar,8669 2049 7720,Qushi Rajan,1976-01-01,Female,738215,0
Aadhaar,1555 8247 2275,Pranav Misra,1958-01-01,Male,573096,0
Aadhaar,4908 8402 2543,Mohini Gandhi,1979-01-01,Female,996043,0
Aadhaar,4925 9144 5959,Balvan Sarma,2000-01-01,Female,372516,0
Aadhaar,3930 9272 3982,Charles Rama,1992-01-01,Male,609089,0
Aadhaar,4258 5744 8214,Ojas Narula,1952-01-01,Male,679407,0
Aadhaar,1579 5351 7495,Riya Dua,1998-01-01,Female,600484,1
Aadhaar,1944 1554 3266,Chatresh Sankaran,1972-01-01,Male,887228,0
Aadhaar,7942 3663 4014,Jeremiah Bail,1959-01-01,Female,990372,0
Aadhaar,1537 9419 6402,Prisha Narula,1996-01-01,Male,178204,1
Aadhaar,5362 1568 9316,Om Mane,1960-01-01,Female,962286,1
Aadhaar,2411 6749 8529,Ishwar Mishra,1995-01-01,Female,695686,1
Aadhaar,6208 3880 2889,Lakshmi Gera,1988-01-01,Female,298917,0
Aadhaar,5662 9166 6029,Anita Rama,1993-01-01,Female,376759,1
Aadhaar,8475 7630 7787,Meghana Hayre,1970-01-01,Female,356241,1
Aadhaar,2702 2747 5323,Neel Behl,1954-01-01,Male,393208,1
Aadhaar,9934 3378 9989,Jhalak Bhardwaj,1978-01-01,Female,660139,0
Aadhaar,2094 1108 3875,Siddharth Parsa,1985-01-01,Male,469216,0
Aadhaar,9232 5739 4873,Pushti Garde,1964-01-01,Female,960074,0
Aadhaar,6107 3828 1329,Girindra Dayal,1983-01-01,Male,456171,0
Aadhaar,2401 5207 5032,Nathan Taneja,1962-01-01,Male,313760,0
Aadhaar,4865 2451 9410,Oscar Mitra,1987-01-01,Female,529674,1
Aadhaar,4726 9676 3017,Xavier Swamy,1994-01-01,Male,744555,1
Aadhaar,3748 7425 8388,Yatin Magar,1976-01-01,Male,397008,0
Aadhaar,3472 4715 7242,Zayyan Mahal,1986-01-01,Female,320999,1
Aadhaar,9609 6487 2993,Bhavika Murty,1970-01-01,Female,239985,0
Aadhaar,2152 7950 9139,Prisha Natarajan,1991-01-01,Female,298557,0
Aadhaar,9602 6434 7426,Darika Sani,1982-01-01,Female,197677,1
Aadhaar,2457 3862 3948,Atharv Batra,1963-01-01,Female,975128,1
Aadhaar,7942 4257 5993,Dalaja Dash,1970-01-01,Female,116402,1
Aadhaar,7804 5156 6263,Raksha Krish,1957-01-01,Female,771701,0
Aadhaar,6081 3254 8772,Chandresh Bera,1970-01-01,Male,925710,1
Aadhaar,6439 5414 9539,Jyoti Sidhu,1970-01-01,Male,597164,0
Aadhaar,8072 3883 2889,Faris Varkey,1987-01-01,Female,132625,1
Aadhaar,7782 5936 1644,Chakradev Butala,1952-01-01,Female,142266,0
Aadhaar,6746 9701 6265,Ladli Sangha,2000-01-01,Female,891483,0
Aadhaar,1650 6624 7850,Alka Kohli,1953-01-01,Female,399374,0
Aadhaar,2875 2151 9348,Ikbal Ranganathan,1963-01-01,Male,845261,1
Aadhaar,2931 5814 5350,Girish Mangal,1994-01-01,Male,163180,1
Aadhaar,1375 7509 2538,Pranit Dhingra,1960-01-01,Male,539818,1
Aadhaar,6753 6338 8108,Samaksh Seshadri,1969-01-01,Female,777772,0
Aadhaar,3974 7646 3091,Jyoti Borra,1967-01-01,Male,631015,0
Aadhaar,6237 9813 1483,Dakshesh Bhavsar,1993-01-01,Female,311168,0
Aadhaar,9741 9223 2147,Peter Zacharia,1952-01-01,Female,263996,1
Aadhaar,9097 8773 2967,Januja Edwin,1976-01-01,Female,472553,1
Aadhaar,1083 7014 6635,Ojas Choudhry,1988-01-01,Female,801431,1
Aadhaar,5048 3716 5144,Pratyush Parikh,1963-01-01,Male,878890,1
Aadhaar,2123 4304 2429,Yasti Puri,1997-01-01,Female,795174,0
Aadhaar,9406 3440 7490,Ekaja Narula,1985-01-01,Female,717416,0
Aadhaar,1262 3595 4434,Krish Kata,1962-01-01,Female,339057,1
Aadhaar,9219 8889 8388,Ria Nanda,1959-01-01,Female,843296,0
Aadhaar,8853 9071 2662,Kai Samra,1955-01-01,Male,330902,1
Aadhaar,9372 1114 1344,Aishani Shroff,1987-01-01,Male,153917,0
Aadhaar,1706 8370 1846,Zashil Parmer,1977-01-01,Male,156817,1
Aadhaar,9372 8085 1579,Darika Gade,1954-01-01,Male,846377,1
Aadhaar,7602 8730 8218,Imaran Palan,1964-01-01,Male,578934,0
Aadhaar,4293 6757 8356,Chakradev Yadav,1970-01-01,Female,412561,1
Aadhaar,5205 3001 1376,Upasna Basu,1997-01-01,Female,918303,0
Aadhaar,9805 3510 8196,Alexander Rao,1997-01-01,Female,402125,0
Aadhaar,2221 9895 2833,Ranveer Amble,1987-01-01,Male,518005,0
Aadhaar,9790 9450 8989,Hemani Sule,1971-01-01,Female,879944,1
Aadhaar,5523 8498 1615,Yasti Verma,2000-01-01,Male,935490,0
Aadhaar,6930 9719 1746,Anirudh Buch,1963-01-01,Male,853464,0
Aadhaar,6189 9345 5329,Jagrati Tella,1997-01-01,Male,447776,0
Aadhaar,2166 5670 5988,Leena Shah,1968-01-01,Male,566097,1
Aadhaar,4975 1187 2578,Sneha Kunda,1960-01-01,Male,701752,1
Aadhaar,7394 3258 6339,Deepa Nanda,1973-01-01,Female,104050,1
Aadhaar,5741 9672 1075,Fariq Tandon,1984-01-01,Male,831656,0
Aadhaar,6319 4311 5267,Hemani Majumdar,1975-01-01,Male,851545,0
Aadhaar,5715 6127 3296,Prisha Ratti,1991-01-01,Male,979540,0
Aadhaar,5303 3995 1442,Abhiram Rajan,1967-01-01,Male,876259,0
Aadhaar,2516 2724 2171,Manan Bahri,1990-01-01,Female,238223,0
Aadhaar,7844 2024 2691,Umang Thaker,1982-01-01,Female,148646,1
Aadhaar,4561 2532 7446,Amrita Narayan,1985-01-01,Female,253144,0
Aadhaar,8331 1162 6659,Falan Luthra,1951-01-01,Female,213813,1
Aadhaar,4899 5314 4599,Wakeeta Lalla,1969-01-01,Female,878411,0
Aadhaar,9716 3228 8425,Caleb Mistry,1973-01-01,Male,951986,1
Aadhaar,4740 7009 3269,Tanveer Swaminathan,1979-01-01,Male,168696,1
Aadhaar,9089 6776 1715,Farhan Krishna,1981-01-01,Male,705644,1
Aadhaar,8203 4554 9873,Aahana Sami,1958-01-01,Male,482754,0
Aadhaar,1484 2378 2237,Gaurangi Mahal,1996-01-01,Male,164826,1
Aadhaar,6446 5299 6661,Faras Shukla,1988-01-01,Male,731443,1
Aadhaar,1734 2068 6980,Qadim Dhingra,1982-01-01,Female,845855,0
Aadhaar,7640 2314 9696,Azad Lala,1957-01-01,Female,699655,0
Aadhaar,8077 7115 2855,William Memon,1955-01-01,Female,161855,0
Aadhaar,5757 9272 2382,Tanay Bajaj,1975-01-01,Female,330411,0
Aadhaar,5962 9769 9195,Pushti Rout,1992-01-01,Female,140339,0
Aadhaar,3803 3459 9454,Diya Chawla,1983-01-01,Male,428321,0
Aadhaar,4551 5352 2202,Rachita Kulkarni,1957-01-01,Male,525365,0
Aadhaar,7863 4281 3211,Zilmil Toor,1996-01-01,Male,395622,0
Aadhaar,9905 1969 2120,Kiaan Gour,1953-01-01,Male,329427,1
Aadhaar,8532 7692 8819,Ayaan Handa,1981-01-01,Male,485425,1
Aadhaar,9549 3396 3609,Manan Roy,1953-01-01,Female,457611,1
Aadhaar,7769 4434 2077,Ansh Singhal,1967-01-01,Female,317399,0
Aadhaar,7247 4660 1610,Wyatt Mallick,1962-01-01,Female,925784,0
Aadhaar,1789 2498 5798,Kamala Pillai,1981-01-01,Male,661682,0
Aadhaar,5018 6556 2257,Ojasvi Rajagopal,1966-01-01,Female,166131,0
Aadhaar,5429 1715 9624,Darsh Kapadia,2000-01-01,Male,645244,1
